latitude,longitude,x,y,distance from center,rents,number of rents
55.65457297248045,12.547130588247635,5293873.4627688285,1811537.955973158,4357.751713900126,"[19508748, 19665137, 21437943, 21943603, 21993668, 26249929, 27305814, 39199507, 40201658, 48232431]",10
55.65875379091283,12.546360946806011,5294473.4627688285,1811537.955973158,4058.324777540541,[1025486],1
55.662934332161974,12.545591285875345,5295073.4627688285,1811537.955973158,3830.143600441044,"[173032, 601612, 6400706, 7096887, 9618382, 11897284, 15554875, 16911769, 18516260, 19559822, 19629107, 20049049, 21269155, 22668579, 23492228, 24339122, 24746456, 25574743, 26743157, 27801239, 28075676, 29156169, 34797576, 35873227, 35998823, 38700482, 40608144, 41576886, 42033111]",29
55.667114596224835,12.544821605473132,5295673.4627688285,1811537.955973158,3686.461718233282,"[155068, 182227, 575705, 667842, 675397, 720038, 1094830, 1112645, 1312680, 1514687, 1591147, 1601047, 2736658, 2812158, 2819470, 3187050, 4426486, 4854777, 5659371, 6658386, 7214343, 7833813, 8049181, 10820240, 11321451, 14584747, 15978598, 17264086, 17898146, 18221906, 18504919, 19636768, 20002449, 20259741, 21661752, 22419673, 22939538, 23144015, 23755301, 24614609, 25348868, 28859539, 31100195, 31305280, 32570898, 32816116, 33331861, 33445827, 33869554, 34259423, 34777707, 35485479, 36157765, 36287817, 36328120, 36474310, 36903867, 37704280, 38054924, 38420456, 38715604, 39665388, 40421255, 41495893, 41803903, 42342230, 42630337, 43266945, 43994074]",69
55.671294583098366,12.544051905616874,5296273.4627688285,1811537.955973158,3637.306695894571,"[312803, 876114, 920846, 926867, 1004613, 1128462, 1205467, 1533478, 2049618, 2430907, 2693890, 3144315, 3327769, 3840168, 4733983, 5683108, 5743549, 6751352, 7233388, 8138658, 10421213, 11153864, 11674733, 13186622, 13651354, 16762992, 17649256, 18372558, 19856476, 20488693, 20661849, 20768077, 21066632, 21221666, 21969498, 22608408, 23923725, 24709492, 25197854, 26328502, 26732072, 26743439, 27502949, 28142105, 28550737, 28662621, 29273059, 30339729, 30342707, 30979923, 33212809, 33895003, 35344867, 35755585, 36129188, 36203815, 36258348, 36296844, 36899644, 38423705, 38889407, 39767990, 39812161, 41228450, 41363580, 41772100, 42185841, 43201798, 43534209, 43670616, 43855746, 43949924, 44320422, 45162520, 45218640, 45320981, 45452128, 46086646, 46240482, 47147316]",80
55.67547429277953,12.543282186324062,5296873.4627688285,1811537.955973158,3686.461718233282,"[2324595, 2774125, 6512573, 6842262, 10398128, 10820966, 12318211, 12633395, 13077959, 22998242, 26296321, 26635555, 26742744, 27874060, 37012469, 40018898, 40337337, 45699998]",18
55.6796537252653,12.542512447612193,5297473.4627688285,1811537.955973158,3830.143600441044,[1306978],1
55.68383288055266,12.541742689498758,5298073.4627688285,1811537.955973158,4058.324777540541,"[1105487, 3159778, 3286018, 3678040, 3863946, 10585180, 11525928, 13138021, 14371623, 15798192, 29540518, 32519952, 37795030]",13
55.688011758638574,12.540972912001243,5298673.4627688285,1811537.955973158,4357.751713900126,"[157093, 1782923, 7737773, 12336973, 16187097, 21247533, 21834526, 23532352, 26440577, 31114095, 33758238, 34050958, 36689931, 39066583, 40287293, 42437312, 44073113, 44367193, 45770553]",19
55.69219035952005,12.540203115137139,5299273.4627688285,1811537.955973158,4714.870093650458,"[1680610, 6775182, 7204874, 8585263, 8850565, 16248647, 21352351, 25438438, 25976616, 27250173, 31273656, 38069132, 41993855, 44160321]",14
55.696368683194066,12.539433298923923,5299873.4627688285,1811537.955973158,5117.616632769544,"[2062148, 3226243, 3598715, 4266586, 6488736, 6605918, 7089268, 7157345, 8518289, 9770320, 9922581, 10171119, 10265745, 11014124, 11170879, 12526700, 14033038, 14274260, 16501631, 17690373, 17913193, 17922907, 17931706, 18686581, 19118422, 22736961, 23393947, 24303592, 25421607, 26699386, 27328116, 30809041, 32840963, 33195654, 35101250, 36625838, 37586310, 37700625, 38442355, 38519712, 38724221, 39169027, 39169587, 39247966, 39545538, 41094641, 41232828, 41907728, 41921156, 42630376, 42798682, 44102088, 44201874, 44204208, 44369943, 44384571, 45066856]",57
55.70054672965763,12.538663463379082,5300473.4627688285,1811537.955973158,5556.077753235593,"[2624948, 4438632, 4684691, 6619063, 7817067, 8127506, 21560168, 22177823, 22623087, 24974894, 26175084, 26944436, 27520725, 27564131, 28747684, 29124014, 30915997, 31895105, 32558440, 34462473, 37987222, 38542262, 39053728, 40367608, 40757257, 41879797, 44337676]",27
55.636434366507586,12.554151764220844,5291173.4627688285,1812057.5712154286,5977.457653551299,[0],0
55.64061644743148,12.553381985665142,5291773.4627688285,1812057.5712154286,5474.4862772683055,"[663908, 1249792, 6455772, 43996259]",4
55.644798251170464,12.55261218753718,5292373.4627688285,1812057.5712154286,4992.995093127871,"[1239567, 2584625, 3337522, 6555380, 7455698, 7849626, 8839071, 9132109, 16211259, 16875549, 16977684, 18351149, 19983210, 21548606, 23710681, 26674573, 26675855, 33091906, 36780793, 39863230, 45392511, 47106638]",22
55.64897977772149,12.551842369854478,5292973.4627688285,1812057.5712154286,4539.823785126356,"[7384502, 18015563, 23502204, 24837284, 26353344, 26528638, 27108797, 29836499, 30160003, 30160004, 30160006, 30160009, 30454479, 32763687, 36298651, 38096770, 38338898, 39068982, 40691262, 41208432, 42431469, 43403775, 44136037, 44304073, 44394518, 45167081, 46956246, 46956251, 46956305, 47016973, 47106642, 47106643, 47106644, 47106648, 47106649, 47106654, 47914594]",37
55.65316102708146,12.551072532634548,5293573.4627688285,1812057.5712154286,4124.318125460134,"[14737983, 20145850, 21438002, 32493781, 36969673, 40658209, 46744783, 48205076]",8
55.65734199924732,12.55030267589491,5294173.4627688285,1812057.5712154286,3758.989225842367,"[18626626, 27539326, 41741592, 42595659]",4
55.66152269421603,12.549532799653061,5294773.4627688285,1812057.5712154286,3459.7687784010936,"[598042, 16980928]",2
55.665703111984534,12.548762903926521,5295373.4627688285,1812057.5712154286,3244.996147917436,"[158241, 548124, 586830, 604630, 623736, 734411, 927228, 968279, 1120755, 1301100, 1447880, 2080392, 3682286, 3893530, 3901695, 4242766, 4822544, 5322719, 5350736, 5647043, 5800324, 5853461, 5972938, 6127332, 6380148, 6833963, 7467900, 7497390, 8025567, 8350153, 9010855, 9503009, 9805595, 10209326, 10250003, 11156462, 11252510, 11672091, 12339637, 12823067, 12976553, 12999797, 13243745, 14163546, 14174219, 14580475, 14837501, 14839559, 14925225, 15406577, 16066118, 16767836, 17898565, 18136094, 18230983, 18644649, 19850804, 21065088, 22041803, 22570616, 24198301, 24776123, 24899182, 25261246, 25451963, 25856071, 26319018, 26331074, 26743689, 27930316, 28305990, 29294502, 31010297, 32325383, 33211487, 34072402, 34498111, 35081964, 35490458, 35953127, 36248158, 36325654, 36858482, 36953440, 37278849, 37787240, 38185925, 39268216, 39725902, 40006971, 42535748, 42594541, 42632463, 42769105, 42775616, 42790035, 43639198, 45414966, 45742718, 45872934, 46385711, 46540334, 47864600]",103
55.669883252549766,12.547992988732794,5295973.4627688285,1812057.5712154286,3132.091952673005,"[60048, 171546, 176963, 186454, 339126, 521856, 585522, 947057, 995794, 1097273, 1167176, 1293663, 1746070, 1753637, 1946357, 1983530, 2065477, 3391496, 3754538, 3866416, 4433380, 5579562, 5742905, 5930007, 5970121, 6352503, 6650063, 6650539, 6667489, 6910666, 7409384, 7413670, 7497962, 7657846, 7853704, 8184428, 8562303, 8702822, 8737105, 9770537, 11154032, 11725931, 12902283, 13350170, 13463202, 13697482, 13868189, 13929787, 13952393, 14037316, 14080873, 15170369, 15317383, 15319858, 17621632, 17675744, 18118374, 18505035, 19497726, 19696796, 20784524, 21118718, 21408361, 24374283, 25159565, 25942883, 26528022, 26742982, 26775780, 27035218, 30701833, 31396804, 31410298, 32479285, 33536364, 34085126, 34109221, 34696086, 35047859, 35868468, 36221729, 36256882, 37002689, 37386221, 38251031, 38810565, 39648274, 39983174, 40616501, 41129999, 41783367, 42128121, 42136485, 42367701, 42683277, 43244874, 43875247, 44146534, 44161020, 44568277, 45897284, 46094074, 46576467, 48297171]",104
55.67406311590872,12.547223054089379,5296573.4627688285,1812057.5712154286,3132.091952673005,"[1038484, 1062202, 1226593, 2820919, 4964927, 5832608, 8480932, 8645622, 10112946, 12095770, 12793266, 13631033, 15434230, 16334457, 17606698, 22348763, 23163588, 23495332, 24771982, 25047078, 25088133, 25821793, 26483706, 27413363, 27845417, 32180697, 33165011, 33290524, 33609910, 34414933, 37012464, 37983983, 40367366, 40600908, 41711413, 42747890, 43880021]",37
55.67824270205834,12.54645310001378,5297173.4627688285,1812057.5712154286,3244.996147917436,"[341477, 343137, 1061177, 2448670, 2722006, 3361552, 3491493, 6111289, 13747657, 15506116, 17604343, 17904675, 18512442, 18749154, 19085204, 20273164, 22460516, 22906466, 25200924, 27557016, 31134219, 31185036, 36099726, 36437316, 37236885, 44238902, 44363236]",27
55.682422010995616,12.545683126523492,5297773.4627688285,1812057.5712154286,3459.7687784010936,"[112292, 3591747, 6844157, 14100044, 19884878, 26918663, 28631835, 30536241, 35910541]",9
55.686601042717534,12.544913133636008,5298373.4627688285,1812057.5712154286,3758.989225842367,"[6983, 933774, 1293615, 2039980, 3033245, 6166580, 7551766, 12849222, 13679281, 13887654, 16077817, 18625505, 19480475, 20707331, 22330246, 22540855, 23608856, 26210102, 26700560, 27159445, 34281307, 35032262, 35306198, 37938551, 39416094, 39497945, 42019924, 42405535]",28
55.69077979722107,12.544143121368824,5298973.4627688285,1812057.5712154286,4124.318125460134,"[263036, 371797, 612108, 729171, 1040628, 1081582, 1135941, 1331295, 1340127, 2466956, 2808956, 2842250, 3282258, 4228762, 4573683, 6743353, 7354466, 7623524, 8468123, 8630369, 9379522, 10705077, 12111296, 12219239, 12499708, 13028220, 13343879, 14681863, 15291286, 18573641, 19434840, 20554096, 20930070, 21167082, 24081673, 24237751, 24280594, 24363109, 24571901, 27417747, 30181016, 30415825, 32279868, 32325404, 33261564, 33411586, 34581303, 35585843, 35855852, 36245179, 36517554, 39839618, 39959869, 40608932, 40615383, 41644172, 43632676, 44007241, 44741198, 45312476, 46355069, 47949205]",62
55.69495827450322,12.543373089739429,5299573.4627688285,1812057.5712154286,4539.823785126356,"[304278, 1025560, 1389542, 1825225, 2934051, 3366568, 3795519, 4741118, 4775122, 5192386, 5543915, 6209467, 6326803, 6366142, 7427201, 7568851, 8909883, 9017509, 10017850, 10099852, 10832299, 12766175, 13196121, 13689809, 14346760, 16173843, 16611629, 16647246, 16716746, 17120323, 19640192, 19882716, 20870452, 22726637, 23592812, 24165275, 24751658, 25391724, 25625617, 25819512, 25904868, 26323270, 26662446, 26823515, 26914703, 26975657, 29751815, 30416485, 30529668, 30843919, 32228510, 32232169, 32607556, 33013392, 34366870, 35026324, 35104248, 35303506, 38082730, 38726272, 40558568, 41371770, 42105364, 42263493, 42629998, 43410434, 43636756, 44101001, 44201042, 44254299, 44304376, 44345972, 44528513, 45151332, 45204676, 45629605]",76
55.69913647456099,12.542603038765305,5300173.4627688285,1812057.5712154286,4992.995093127871,"[1128960, 1230963, 1235828, 1366429, 2366615, 2849861, 2931077, 5897716, 6001974, 7767850, 8021643, 13509449, 14243103, 14803890, 15089784, 15227471, 15319640, 18144006, 18486032, 19628637, 21836792, 23353261, 26743202, 27921182, 29176083, 31379387, 33060394, 33216547, 34108377, 34282370, 38336156, 38375380, 38942394, 44387562, 45451416]",35
55.70331439739138,12.541832968463941,5300773.4627688285,1812057.5712154286,5474.4862772683055,"[1057350, 13025187, 15891234, 16730366, 24567043, 35125893, 42640829, 43113157]",8
55.70749204299141,12.541062878852818,5301373.4627688285,1812057.5712154286,5977.457653551299,"[36803630, 46468285]",2
55.635021929412545,12.558094752914629,5290873.4627688285,1812577.1864576992,5992.4953066314465,[0],0
55.63920416414263,12.557324759118732,5291473.4627688285,1812577.1864576992,5458.021619598067,[0],0
55.64338612167389,12.556554745737387,5292073.4627688285,1812577.1864576992,4938.623289946289,[0],0
55.647567802003245,12.55578471278812,5292673.4627688285,1812577.1864576992,4439.5945760846125,"[18226828, 46057654]",2
55.65174920512763,12.555014660288458,5293273.4627688285,1812577.1864576992,3968.6269665968744,"[5431153, 21437709, 30160037, 33243847, 35416281, 38646832, 48140928, 48141864]",8
55.65593033104396,12.554244588255916,5293873.4627688285,1812577.1864576992,3536.9478367654656,[42598802],1
55.660111179749215,12.553474496708006,5294473.4627688285,1812577.1864576992,3160.6961258558067,[0],0
55.66429175124032,12.552704385662258,5295073.4627688285,1812577.1864576992,2861.8176042508208,"[269188, 602334, 718831, 813201, 1322268, 1479787, 2446880, 2876492, 3894560, 4008687, 4321677, 4725926, 4961566, 5506849, 6188163, 6551655, 6884826, 7893659, 9792001, 11380945, 11945020, 12238695, 12915624, 12978577, 13077021, 15252399, 15374830, 15815179, 17038886, 17402017, 18327170, 19569491, 21641581, 21642144, 23929016, 24402984, 26942728, 27132561, 28282844, 31284656, 35967671, 36234120, 36284753, 37384535, 37456712, 38506422, 39167035, 39805913, 40176763, 41467019, 43691759, 45219337, 45912343, 46427985, 47776544, 48175974]",56
55.66847204551424,12.551934255136167,5295673.4627688285,1812577.1864576992,2666.458325194659,"[460453, 553468, 731763, 770907, 897887, 1059622, 1263075, 1338920, 1408710, 1669801, 1878254, 2541947, 2610104, 2813216, 2976384, 3226784, 3392343, 3936677, 4634923, 4945136, 6132432, 6776158, 7334959, 7359510, 9678280, 9950210, 11231868, 12227776, 13078521, 13257885, 13747646, 13813273, 14061104, 14411872, 15199156, 15640892, 18505079, 18971037, 19276583, 20966090, 21138761, 21474029, 22380724, 24485307, 24754338, 25046757, 26036912, 26444733, 30397408, 33159229, 33488312, 33524100, 34079356, 34117616, 35500548, 35571084, 35662584, 36073710, 36092827, 37829560, 37910944, 38621848, 39020206, 39438621, 39481550, 39710375, 42210624, 42324372, 44118886, 44473882, 44703590, 45169670, 45373586, 47438729]",74
55.67265206256793,12.551164105147256,5296273.4627688285,1812577.1864576992,2598.0762113532983,"[817940, 871418, 1232103, 1265742, 1346545, 1380790, 2942386, 3480743, 3588511, 4855790, 5005875, 5276759, 6104707, 6159220, 6744414, 6978416, 7090754, 7125620, 7362292, 7478750, 7855592, 8365463, 10033774, 13030191, 14061068, 15211002, 15333452, 17229544, 17762371, 19302727, 20659304, 24799574, 26617272, 26743182, 30705099, 31850234, 33875482, 34228886, 34696236, 35642621, 35929491, 37076009, 37454471, 39074699, 39147892, 39427435, 40019641, 43446520, 43447823, 44356439, 44545099, 44659470, 45835133]",53
55.67683180239837,12.550393935713021,5296873.4627688285,1812577.1864576992,2666.458325194659,"[696352, 1093843, 1180011, 1679778, 2421050, 2445629, 2575269, 3107470, 3270374, 4026523, 4113742, 4260055, 5097276, 6753201, 7415202, 10391575, 10435392, 10435787, 13910876, 14089204, 15145681, 20978118, 21994022, 25061337, 25200922, 25472279, 26093712, 27796112, 30075776, 33115793, 34552183, 39162301, 39416484, 41016225, 41682021, 41787795, 42068157, 43339318, 43445682, 44329215, 44372386, 47940625]",42
55.68101126500252,12.549623746850974,5297473.4627688285,1812577.1864576992,2861.8176042508208,"[936913, 1031796, 2204801, 3714137, 6395819, 6446464, 6607220, 7143961, 11556782, 12381496, 13320493, 14520471, 17009135, 19373432, 22191241, 22331161, 24774126, 25441960, 26793578, 27324918, 34444348, 35851463, 37485741, 38114067, 38345889, 38926738, 39378341, 41734083, 44719730]",29
55.68519045037737,12.548853538578612,5298073.4627688285,1812577.1864576992,3160.6961258558067,"[588763, 1560724, 1839842, 2046124, 2300483, 2796858, 3556792, 5887336, 6862959, 9859123, 10324958, 10877666, 12831689, 13455348, 14323705, 19826316, 19855915, 21130807, 26645648, 27458530, 28429388, 33352123, 33567138, 33587987, 33588282, 34070878, 34713472, 36997117, 37107449, 39736975, 40702305, 41784726, 43895062, 44994272, 45237461, 45298632, 46325667, 46468663, 48050258]",39
55.689369358519905,12.54808331091343,5298673.4627688285,1812577.1864576992,3536.9478367654656,"[889480, 955980, 1588376, 2581453, 4813204, 13060894, 15001761, 17095190, 18185972, 20885444, 24458566, 26174989, 32796791, 32896240, 34049002, 35856507, 38874981, 44085305, 44426845, 45410761, 45778998]",21
55.69354798942712,12.547313063872929,5299273.4627688285,1812577.1864576992,3968.6269665968744,"[338928, 600676, 951501, 1076677, 1122594, 2550559, 3315514, 3435918, 6160014, 6418220, 7028593, 7249487, 7271377, 7930034, 8040586, 8320240, 10296901, 11498628, 13123903, 14720587, 16773592, 18136621, 20650363, 23655696, 24537628, 26317847, 26804167, 27868489, 27953452, 29231746, 29351375, 29450365, 30805923, 31494752, 33149205, 33535572, 33771491, 34329664, 36230334, 36691566, 36957089, 37490081, 40828921, 40996073, 41287235, 41779622, 43402221, 43836994, 43887100, 44081815, 45087499, 47539455]",52
55.697726343096015,12.546542797474604,5299873.4627688285,1812577.1864576992,4439.5945760846125,"[214839, 494801, 586523, 946818, 973350, 997960, 1265299, 1431260, 2895395, 2907271, 3034775, 3454703, 3806942, 3927592, 4392294, 5677608, 6568774, 7051763, 7499543, 7596387, 8619724, 8745932, 9661780, 11052510, 11607564, 11837610, 12551659, 15629154, 16512298, 16815492, 17550587, 18019356, 20042007, 20292361, 22097509, 22264225, 25290971, 25651732, 25924311, 26032260, 27130140, 27302090, 28634309, 29099539, 31913063, 31944663, 32104387, 33444130, 35016949, 35854058, 36018137, 36022109, 36066412, 36162533, 36651946, 36743329, 37245506, 37481862, 38548553, 39028385, 40881686, 42659121, 43143747, 44151435, 45889767]",65
